41.0	41.0	0.33121	4.787492	1.999766	
41.0	46.0	0.33077	5.078565	1.999777	
41.0	51.0	0.33046	5.353652	1.999514	
41.0	56.0	0.32661	5.479645	1.999722	
46.0	1.0	0.1951	18.69669	0.9370539	
46.0	6.0	0.44958	1.944192	1.998968	
46.0	11.0	0.39173	2.685008	1.999666	
46.0	16.0	0.3641	3.242287	1.999681	
46.0	21.0	0.3494	3.665294	1.998794	
46.0	26.0	0.34246	4.071522	1.999802	
46.0	31.0	0.33635	4.439089	1.999744	
46.0	36.0	0.33244	4.777813	1.999818	
46.0	41.0	0.32805	5.073935	1.999037	
46.0	46.0	0.32743	5.372359	1.999497	
46.0	51.0	0.3261	5.556164	1.999776	
46.0	56.0	0.32404	5.814452	1.998928	
51.0	1.0	0.08157	20.17733	0.8442258	
51.0	6.0	0.44778	2.016978	1.997641	
51.0	11.0	0.3924	2.766176	1.999659	
51.0	16.0	0.36615	3.364381	1.999094	
51.0	21.0	0.3498	3.83935	1.999186	
51.0	26.0	0.33836	4.241895	1.999744	
51.0	31.0	0.33436	4.64564	1.999768	
51.0	36.0	0.3294	4.953616	1.999727	
51.0	41.0	0.3268	5.293502	1.999463	
51.0	46.0	0.32335	5.562456	1.999635	
51.0	51.0	0.32378	5.800816	1.999683	
51.0	56.0	0.32102	6.042178	1.999747	
56.0	1.0	0.04526	20.64271	0.8196333	
56.0	6.0	0.45228	2.104455	1.995941	
56.0	11.0	0.39923	2.926351	1.999635	
56.0	16.0	0.36819	3.523354	1.999489	
56.0	21.0	0.34978	3.988069	1.9989	
56.0	26.0	0.3401	4.454346	1.998078	
56.0	31.0	0.3322	4.809102	1.998961	
56.0	36.0	0.32991	5.1881	1.999632	
56.0	41.0	0.32574	5.47779	1.999614	
56.0	46.0	0.32158	5.796812	1.999604	
56.0	51.0	0.32124	6.04575	1.999436	
56.0	56.0	0.31882	6.343803	1.998961	
